Channel,X,Y,Z
number,UTM [m],UTM [m],UTM [m]
2291,328546.76,4408269.38,1249.331
2292,328547.71,4408269.76,1249.371
2293,328548.65,4408270.13,1249.41
2294,328549.59,4408270.51,1249.45
2295,328550.53,4408270.88,1249.489
2296,328551.48,4408271.26,1249.519
2297,328552.42,4408271.63,1249.537
2298,328553.36,4408272.01,1249.555
2299,328554.31,4408272.39,1249.572
2300,328555.25,4408272.76,1249.589
2301,328556.19,4408273.14,1249.607
2302,328557.13,4408273.51,1249.625
2303,328558.08,4408273.89,1249.643
2304,328559.02,4408274.26,1249.661
2305,328559.96,4408274.64,1249.679
2306,328560.91,4408275.02,1249.698
2307,328561.85,4408275.39,1249.716
2308,328562.79,4408275.77,1249.731
2309,328563.74,4408276.14,1249.741
2310,328564.68,4408276.52,1249.743
2311,328565.62,4408276.9,1249.742
2312,328566.56,4408277.27,1249.74
2313,328567.51,4408277.65,1249.738
2314,328568.45,4408278.02,1249.736
2315,328569.39,4408278.4,1249.734
2316,328570.34,4408278.78,1249.733
2317,328571.28,4408279.15,1249.733
2318,328572.22,4408279.53,1249.734
2319,328573.17,4408279.9,1249.736
2320,328574.11,4408280.28,1249.738
2321,328575.05,4408280.66,1249.741
2322,328575.99,4408281.03,1249.744
2323,328576.94,4408281.41,1249.747
2324,328577.88,4408281.78,1249.75
2325,328578.82,4408282.16,1249.753
2326,328579.77,4408282.54,1249.758
2327,328580.71,4408282.91,1249.763
2328,328581.65,4408283.29,1249.77
2329,328582.59,4408283.66,1249.779
2330,328583.54,4408284.04,1249.79
2331,328584.48,4408284.41,1249.803
2332,328585.42,4408284.79,1249.815
2333,328586.37,4408285.17,1249.827
2334,328587.31,4408285.54,1249.836
2335,328588.25,4408285.92,1249.825
2336,328589.2,4408286.29,1249.784
2337,328590.14,4408286.67,1249.699
2338,328591.08,4408287.05,1249.611
2339,328592.02,4408287.42,1249.525
2340,328592.97,4408287.8,1249.463
2341,328593.91,4408288.17,1249.433
2342,328594.85,4408288.55,1249.429
2343,328595.8,4408288.93,1249.424
2344,328596.74,4408289.3,1249.42
2345,328597.68,4408289.68,1249.415
2346,328598.63,4408290.05,1249.479
2347,328599.57,4408290.43,1249.607
2348,328600.51,4408290.81,1249.735
2349,328601.45,4408291.18,1249.864
2350,328602.4,4408291.56,1249.954
2351,328603.34,4408291.93,1250.014
2352,328604.28,4408292.31,1250.052
2353,328603.84,4408293.21,1250.025
2354,328603.4,4408294.1,1249.998
2355,328602.95,4408295,1249.968
2356,328602.51,4408295.89,1249.931
2357,328602.06,4408296.79,1249.923
2358,328601.62,4408297.69,1249.925
2359,328601.18,4408298.59,1249.929
2360,328600.73,4408299.48,1249.933
2361,328600.29,4408300.38,1249.936
2362,328599.84,4408301.28,1249.939
2363,328599.4,4408302.17,1249.943
2364,328598.96,4408303.07,1249.949
2365,328598.51,4408303.97,1249.956
2366,328598.07,4408304.86,1249.965
2367,328597.62,4408305.76,1249.965
2368,328597.18,4408306.66,1249.955
2369,328596.74,4408307.55,1249.938
2370,328596.29,4408308.45,1249.917
2371,328595.85,4408309.35,1249.895
2372,328595.4,4408310.24,1249.872
2373,328594.96,4408311.14,1249.849
2374,328594.52,4408312.04,1249.826
2375,328594.07,4408312.93,1249.803
2376,328593.63,4408313.83,1249.78
2377,328593.18,4408314.73,1249.757
2378,328592.74,4408315.62,1249.734
2379,328592.3,4408316.52,1249.712
2380,328591.85,4408317.42,1249.689
2381,328591.41,4408318.31,1249.667
2382,328590.96,4408319.21,1249.644
2383,328590.52,4408320.11,1249.622
2384,328590.08,4408321,1249.6
2385,328589.63,4408321.9,1249.579
2386,328589.19,4408322.8,1249.558
2387,328588.75,4408323.69,1249.537
2388,328588.3,4408324.59,1249.517
2389,328587.86,4408325.49,1249.496
2390,328587.41,4408326.38,1249.475
2391,328586.97,4408327.28,1249.454
2392,328586.53,4408328.18,1249.434
2393,328586.08,4408329.07,1249.413
2394,328585.64,4408329.97,1249.392
2395,328585.19,4408330.87,1249.371
2396,328584.75,4408331.76,1249.351
2397,328584.31,4408332.66,1249.333
2398,328583.86,4408333.56,1249.319
2399,328583.42,4408334.45,1249.31
2400,328582.97,4408335.35,1249.308
2401,328582.53,4408336.25,1249.312
2402,328582.09,4408337.14,1249.315
2403,328581.64,4408338.04,1249.319
2404,328581.2,4408338.94,1249.323
2405,328580.75,4408339.83,1249.327
2406,328580.31,4408340.73,1249.331
2407,328579.87,4408341.63,1249.335
2408,328579.42,4408342.52,1249.338
2409,328578.98,4408343.42,1249.333
2410,328578.53,4408344.32,1249.321
2411,328578.09,4408345.21,1249.31
2412,328577.65,4408346.11,1249.298
2413,328577.2,4408347.01,1249.286
2414,328576.76,4408347.9,1249.274
2415,328576.31,4408348.8,1249.262
2416,328575.87,4408349.7,1249.247
2417,328575.43,4408350.59,1249.217
2418,328574.98,4408351.49,1249.175
2419,328574.54,4408352.39,1249.127
2420,328574.09,4408353.28,1249.078
2421,328573.65,4408354.18,1249.026
2422,328573.21,4408355.08,1248.968
2423,328572.76,4408355.97,1248.904
2424,328572.32,4408356.87,1248.826
2425,328571.87,4408357.77,1248.729
2426,328571.43,4408358.66,1248.615
2427,328570.99,4408359.56,1248.486
2428,328570.54,4408360.46,1248.351
2429,328570.1,4408361.35,1248.209
2430,328569.66,4408362.25,1248.062
2431,328569.21,4408363.15,1247.917
2432,328568.77,4408364.04,1247.798
2433,328568.32,4408364.94,1247.7
2434,328567.88,4408365.84,1247.619
2435,328567.44,4408366.73,1247.559
2436,328566.99,4408367.63,1247.515
2437,328566.55,4408368.53,1247.467
2438,328566.1,4408369.42,1247.415
2439,328565.66,4408370.32,1247.36
2440,328565.22,4408371.22,1247.302
2441,328564.77,4408372.11,1247.24
2442,328564.33,4408373.01,1247.171
2443,328563.88,4408373.91,1247.094
2444,328563.44,4408374.81,1247.009
2445,328563,4408375.7,1246.919
2446,328562.55,4408376.6,1246.824
2447,328562.11,4408377.5,1246.727
2448,328561.66,4408378.39,1246.626
2449,328561.22,4408379.29,1246.524
2450,328560.78,4408380.18,1246.419
2451,328560.33,4408381.08,1246.313
2452,328559.89,4408381.98,1246.206
2453,328559.44,4408382.88,1246.099
2454,328559,4408383.77,1245.997
2455,328558.56,4408384.67,1245.901
2456,328558.11,4408385.57,1245.812
2457,328557.67,4408386.46,1245.732
2458,328557.22,4408387.36,1245.66
2459,328556.78,4408388.26,1245.596
2460,328556.34,4408389.15,1245.541
2461,328555.89,4408390.05,1245.498
2462,328555.45,4408390.95,1245.474
2463,328555,4408391.84,1245.478
2464,328554.56,4408392.74,1245.508
2465,328554.12,4408393.64,1245.556
2466,328553.67,4408394.53,1245.627
2467,328553.23,4408395.43,1245.726
2468,328552.79,4408396.33,1245.854
2469,328552.34,4408397.22,1246.021
2470,328551.9,4408398.12,1246.239
2471,328551.45,4408399.01,1246.473
2472,328551.01,4408399.91,1246.555
2473,328550.57,4408400.81,1246.581
2474,328550.12,4408401.71,1246.613
2475,328549.68,4408402.6,1246.652
2476,328549.23,4408403.5,1246.68
2477,328548.79,4408404.4,1246.664
2478,328548.35,4408405.29,1246.646
2479,328547.9,4408406.19,1246.629
2480,328547.46,4408407.09,1246.611
2481,328547.01,4408407.98,1246.593
2482,328546.57,4408408.88,1246.576
2483,328546.13,4408409.78,1246.558
2484,328545.68,4408410.67,1246.532
2485,328545.24,4408411.57,1246.486
2486,328544.79,4408412.47,1246.441
2487,328544.35,4408413.36,1246.396
2488,328543.91,4408414.26,1246.348
2489,328543.46,4408415.16,1246.29
2490,328543.02,4408416.05,1246.233
2491,328542.57,4408416.95,1246.176
2492,328542.13,4408417.85,1246.118
2493,328541.69,4408418.74,1246.061
2494,328541.24,4408419.64,1246.029
2495,328542.26,4408419.57,1246.071
2496,328543.28,4408419.5,1246.114
2497,328544.29,4408419.43,1246.156
2498,328545.31,4408419.36,1246.199
2499,328546.33,4408419.29,1246.242
2500,328547.35,4408419.22,1246.303
2501,328548.36,4408419.16,1246.371
2502,328549.38,4408419.09,1246.439
2503,328550.4,4408419.02,1246.508
2504,328551.41,4408418.95,1246.577
2505,328552.43,4408418.88,1246.645
2506,328553.45,4408418.81,1246.714
2507,328554.47,4408418.74,1246.782
2508,328555.48,4408418.67,1246.851
2509,328556.5,4408418.6,1246.92
2510,328557.52,4408418.53,1246.989
2511,328558.54,4408418.46,1247.056
2512,328559.55,4408418.39,1247.101
2513,328560.57,4408418.32,1247.135
2514,328561.59,4408418.25,1247.17
2515,328562.6,4408418.18,1247.205
2516,328563.62,4408418.12,1247.24
2517,328564.64,4408418.05,1247.275
2518,328565.66,4408417.98,1247.31
2519,328566.67,4408417.91,1247.345
2520,328567.69,4408417.84,1247.38
2521,328568.71,4408417.77,1247.414
2522,328569.73,4408417.7,1247.449
2523,328570.74,4408417.63,1247.482
2524,328571.76,4408417.56,1247.533
2525,328572.78,4408417.49,1247.611
2526,328573.79,4408417.42,1247.691
2527,328574.81,4408417.35,1247.77
2528,328575.83,4408417.28,1247.849
2529,328576.85,4408417.22,1247.928
2530,328577.86,4408417.14,1248.007
2531,328578.88,4408417.08,1248.086
2532,328579.9,4408417.01,1248.166
2533,328580.91,4408416.94,1248.246
2534,328581.93,4408416.87,1248.326
2535,328582.95,4408416.8,1248.406
2536,328583.97,4408416.73,1248.486
2537,328584.98,4408416.66,1248.567
2538,328586,4408416.59,1248.647
2539,328587.02,4408416.52,1248.727
2540,328588.04,4408416.45,1248.807
2541,328589.05,4408416.38,1248.886
2542,328590.07,4408416.31,1248.965
2543,328591.09,4408416.25,1249.042
2544,328592.1,4408416.18,1249.118
2545,328593.12,4408416.11,1249.194
2546,328594.14,4408416.04,1249.269
2547,328595.16,4408415.97,1249.345
2548,328596.17,4408415.9,1249.403
2549,328597.19,4408415.83,1249.446
2550,328598.21,4408415.76,1249.482
2551,328599.23,4408415.69,1249.514
2552,328600.24,4408415.62,1249.546
2553,328601.26,4408415.55,1249.578
2554,328602.28,4408415.48,1249.61
2555,328603.29,4408415.41,1249.642
2556,328604.31,4408415.34,1249.675
2557,328605.33,4408415.27,1249.707
2558,328606.35,4408415.21,1249.739
2559,328607.36,4408415.14,1249.772
2560,328608.38,4408415.07,1249.805
2561,328609.4,4408415,1249.835
2562,328610.41,4408414.93,1249.858
2563,328611.43,4408414.86,1249.876
2564,328612.45,4408414.79,1249.89
2565,328613.47,4408414.72,1249.899
2566,328614.48,4408414.65,1249.905
2567,328615.5,4408414.58,1249.911
2568,328616.52,4408414.51,1249.916
2569,328617.54,4408414.44,1249.922
2570,328618.55,4408414.37,1249.927
2571,328619.57,4408414.3,1249.933
2572,328620.59,4408414.24,1249.938
2573,328621.6,4408414.17,1249.944
2574,328622.62,4408414.1,1249.95
2575,328623.64,4408414.03,1249.953
2576,328624.66,4408413.96,1249.955
2577,328625.67,4408413.89,1249.955
2578,328626.69,4408413.82,1249.953
2579,328627.71,4408413.75,1249.949
2580,328628.73,4408413.68,1249.945
2581,328629.74,4408413.61,1249.939
2582,328630.76,4408413.54,1249.932
2583,328631.78,4408413.47,1249.923
2584,328632.79,4408413.4,1249.914
2585,328633.81,4408413.33,1249.904
2586,328634.83,4408413.26,1249.895
2587,328635.85,4408413.2,1249.885
2588,328636.86,4408413.13,1249.875
2589,328637.88,4408413.06,1249.865
2590,328638.9,4408412.99,1249.855
2591,328639.91,4408412.92,1249.845
2592,328640.93,4408412.85,1249.837
2593,328641.95,4408412.78,1249.83
2594,328642.97,4408412.71,1249.824
2595,328643.98,4408412.64,1249.821
2596,328645,4408412.57,1249.819
2597,328646.02,4408412.5,1249.819
2598,328647.04,4408412.43,1249.821
2599,328648.05,4408412.36,1249.825
2600,328649.07,4408412.3,1249.833
2601,328650.09,4408412.23,1249.844
2602,328651.1,4408412.16,1249.854
2603,328652.12,4408412.09,1249.864
2604,328653.14,4408412.02,1249.875
2605,328654.16,4408411.95,1249.885
2606,328655.17,4408411.88,1249.895
2607,328656.19,4408411.81,1249.905
2608,328657.21,4408411.74,1249.916
2609,328658.23,4408411.67,1249.926
2610,328659.24,4408411.6,1249.937
2611,328660.26,4408411.53,1249.947
2612,328661.28,4408411.46,1249.958
2613,328662.29,4408411.39,1249.969
2614,328663.31,4408411.33,1249.98
2615,328664.33,4408411.26,1249.991
2616,328665.35,4408411.19,1250.002
2617,328666.36,4408411.12,1250.013
2618,328667.38,4408411.05,1250.024
2619,328668.4,4408410.98,1250.035
2620,328669.41,4408410.91,1250.048
2621,328670.43,4408410.84,1250.062
2622,328671.45,4408410.77,1250.075
2623,328672.47,4408410.7,1250.089
2624,328673.48,4408410.63,1250.102
2625,328674.08,4408411.29,1250.106
2626,328674.53,4408412.19,1250.11
2627,328674.98,4408413.09,1250.115
2628,328675.43,4408413.98,1250.119
2629,328675.88,4408414.88,1250.127
2630,328676.33,4408415.78,1250.144
2631,328676.78,4408416.68,1250.163
2632,328677.23,4408417.58,1250.184
2633,328677.68,4408418.47,1250.204
2634,328678.13,4408419.37,1250.225
2635,328678.58,4408420.27,1250.246
2636,328679.03,4408421.17,1250.268
2637,328679.48,4408422.07,1250.289
2638,328679.93,4408422.97,1250.31
2639,328680.38,4408423.86,1250.331
2640,328680.83,4408424.76,1250.352
2641,328681.28,4408425.66,1250.373
2642,328681.73,4408426.56,1250.394
2643,328682.18,4408427.46,1250.415
2644,328682.63,4408428.36,1250.436
2645,328683.08,4408429.25,1250.456
2646,328683.53,4408430.15,1250.477
2647,328683.98,4408431.05,1250.497
2648,328684.43,4408431.95,1250.517
2649,328684.88,4408432.85,1250.537
2650,328685.33,4408433.75,1250.557
2651,328685.78,4408434.64,1250.577
2652,328686.23,4408435.54,1250.595
2653,328686.68,4408436.44,1250.613
2654,328687.13,4408437.34,1250.63
2655,328687.58,4408438.24,1250.646
2656,328688.03,4408439.13,1250.662
2657,328688.48,4408440.03,1250.676
2658,328688.93,4408440.93,1250.69
2659,328689.38,4408441.83,1250.704
2660,328689.83,4408442.73,1250.716
2661,328690.28,4408443.63,1250.729
2662,328690.73,4408444.52,1250.74
2663,328691.18,4408445.42,1250.752
2664,328691.63,4408446.32,1250.763
2665,328692.08,4408447.22,1250.773
2666,328692.53,4408448.12,1250.783
2667,328692.98,4408449.01,1250.793
2668,328693.43,4408449.91,1250.801
2669,328693.88,4408450.81,1250.81
2670,328694.34,4408451.71,1250.818
2671,328694.79,4408452.61,1250.826
2672,328695.24,4408453.51,1250.834
2673,328695.69,4408454.41,1250.842
2674,328696.14,4408455.3,1250.849
2675,328696.59,4408456.2,1250.857
2676,328697.04,4408457.1,1250.864
2677,328697.49,4408458,1250.871
2678,328697.94,4408458.9,1250.877
2679,328698.39,4408459.79,1250.883
2680,328698.84,4408460.69,1250.888
2681,328699.29,4408461.59,1250.892
2682,328699.74,4408462.49,1250.893
2683,328700.19,4408463.39,1250.893
2684,328700.64,4408464.29,1250.894
2685,328701.09,4408465.18,1250.895
2686,328701.54,4408466.08,1250.897
2687,328701.99,4408466.98,1250.903
2688,328702.44,4408467.88,1250.931
2689,328702.69,4408468.79,1250.914
2690,328702.33,4408469.75,1250.87
2691,328701.97,4408470.71,1250.862
2692,328701.62,4408471.67,1250.859
2693,328701.26,4408472.63,1250.857
2694,328700.9,4408473.58,1250.855
2695,328700.55,4408474.54,1250.854
2696,328700.19,4408475.5,1250.853
2697,328699.83,4408476.46,1250.849
2698,328699.47,4408477.42,1250.844
2699,328699.12,4408478.38,1250.837
2700,328698.76,4408479.33,1250.828
2701,328698.4,4408480.29,1250.818
2702,328698.05,4408481.25,1250.807
2703,328697.69,4408482.21,1250.795
2704,328697.33,4408483.17,1250.783
2705,328696.98,4408484.13,1250.77
2706,328696.62,4408485.09,1250.757
2707,328696.26,4408486.04,1250.743
2708,328695.91,4408487,1250.728
2709,328695.55,4408487.96,1250.713
2710,328695.19,4408488.92,1250.696
2711,328694.83,4408489.88,1250.679
2712,328694.48,4408490.84,1250.662
2713,328694.12,4408491.79,1250.644
2714,328693.76,4408492.75,1250.626
2715,328693.41,4408493.71,1250.608
2716,328693.05,4408494.67,1250.589
2717,328692.69,4408495.63,1250.57
2718,328692.34,4408496.59,1250.55
2719,328691.98,4408497.54,1250.531
2720,328691.62,4408498.5,1250.514
2721,328691.27,4408499.46,1250.5
2722,328690.91,4408500.42,1250.487
2723,328690.55,4408501.38,1250.476
2724,328690.2,4408502.34,1250.466
2725,328689.84,4408503.3,1250.459
2726,328689.48,4408504.25,1250.454
2727,328689.12,4408505.21,1250.451
2728,328688.77,4408506.17,1250.451
2729,328688.41,4408507.13,1250.453
2730,328688.05,4408508.09,1250.459
2731,328687.7,4408509.05,1250.467
2732,328687.34,4408510,1250.478
2733,328686.98,4408510.96,1250.488
2734,328686.63,4408511.92,1250.495
2735,328686.27,4408512.88,1250.498
2736,328685.91,4408513.84,1250.499
2737,328685.56,4408514.8,1250.497
2738,328685.2,4408515.75,1250.492
2739,328684.84,4408516.71,1250.483
2740,328684.48,4408517.67,1250.471
2741,328684.13,4408518.63,1250.453
2742,328683.77,4408519.59,1250.427
2743,328683.41,4408520.55,1250.399
2744,328683.06,4408521.51,1250.372
2745,328682.7,4408522.46,1250.349
2746,328682.34,4408523.42,1250.331
2747,328681.99,4408524.38,1250.317
2748,328681.63,4408525.34,1250.306
2749,328681.27,4408526.3,1250.299
2750,328680.91,4408527.26,1250.295
2751,328680.56,4408528.21,1250.297
2752,328680.2,4408529.17,1250.303
2753,328679.84,4408530.13,1250.309
2754,328679.49,4408531.09,1250.315
2755,328679.13,4408532.05,1250.322
2756,328678.77,4408533.01,1250.328
2757,328678.42,4408533.97,1250.335
2758,328678.06,4408534.92,1250.341
2759,328677.7,4408535.88,1250.338
2760,328677.35,4408536.84,1250.315
2761,328676.99,4408537.8,1250.27
2762,328676.63,4408538.76,1250.198
2763,328676.28,4408539.72,1250.111
2764,328675.92,4408540.67,1250.024
2765,328675.56,4408541.63,1249.937
2766,328675.2,4408542.59,1249.849
2767,328674.85,4408543.55,1249.762
2768,328674.49,4408544.51,1249.675
2769,328674.13,4408545.47,1249.587
2770,328673.78,4408546.42,1249.5
2771,328673.42,4408547.38,1249.412
2772,328673.06,4408548.34,1249.325
2773,328672.71,4408549.3,1249.237
2774,328672.35,4408550.26,1249.153
2775,328671.99,4408551.22,1249.185
2776,328671.64,4408552.18,1249.252
2777,328671.28,4408553.13,1249.318
2778,328670.92,4408554.09,1249.384
2779,328670.56,4408555.05,1249.451
2780,328670.21,4408556.01,1249.517
2781,328669.85,4408556.97,1249.559
2782,328669.49,4408557.93,1249.57
2783,328669.14,4408558.88,1249.571
2784,328668.78,4408559.84,1249.572
2785,328668.42,4408560.8,1249.573
2786,328668.07,4408561.76,1249.574
2787,328667.71,4408562.72,1249.575
2788,328667.35,4408563.68,1249.576
2789,328667,4408564.63,1249.577
2790,328666.64,4408565.59,1249.578
2791,328666.28,4408566.55,1249.579
2792,328665.92,4408567.51,1249.58
2793,328665.57,4408568.47,1249.58
2794,328665.21,4408569.43,1249.579
2795,328664.85,4408570.39,1249.577
2796,328664.5,4408571.34,1249.575
2797,328664.14,4408572.3,1249.573
2798,328663.78,4408573.26,1249.571
2799,328663.43,4408574.22,1249.569
2800,328663.07,4408575.18,1249.561
2801,328662.71,4408576.14,1249.532
2802,328662.36,4408577.09,1249.487
2803,328662,4408578.05,1249.442
2804,328661.64,4408579.01,1249.397
2805,328661.28,4408579.97,1249.365
2806,328660.93,4408580.93,1249.364
2807,328660.57,4408581.89,1249.373
2808,328660.21,4408582.84,1249.381
2809,328659.86,4408583.8,1249.389
2810,328659.5,4408584.76,1249.398
2811,328659.14,4408585.72,1249.406
2812,328658.79,4408586.68,1249.415
2813,328658.43,4408587.64,1249.423
2814,328658.07,4408588.6,1249.432
2815,328657.72,4408589.55,1249.444
2816,328657.36,4408590.51,1249.455
2817,328657,4408591.47,1249.466
2818,328656.64,4408592.43,1249.478
2819,328656.29,4408593.39,1249.489
2820,328655.93,4408594.35,1249.501
2821,328655.57,4408595.3,1249.512
2822,328655.22,4408596.26,1249.524
2823,328654.86,4408597.22,1249.535
2824,328654.5,4408598.18,1249.546
2825,328654.15,4408599.14,1249.56
2826,328655.16,4408599.03,1249.579
2827,328656.17,4408598.93,1249.598
2828,328657.18,4408598.82,1249.616
2829,328658.19,4408598.72,1249.635
2830,328659.21,4408598.62,1249.654
2831,328660.22,4408598.51,1249.673
2832,328661.23,4408598.41,1249.692
2833,328662.24,4408598.3,1249.711
2834,328663.26,4408598.2,1249.73
2835,328664.27,4408598.09,1249.749
2836,328665.28,4408597.99,1249.769
2837,328666.29,4408597.89,1249.791
2838,328667.3,4408597.78,1249.812
2839,328668.32,4408597.68,1249.834
2840,328669.33,4408597.57,1249.856
2841,328670.34,4408597.47,1249.878
2842,328671.35,4408597.36,1249.9
2843,328672.37,4408597.26,1249.922
2844,328673.38,4408597.15,1249.945
2845,328674.39,4408597.05,1249.967
2846,328675.4,4408596.95,1249.989
2847,328676.41,4408596.84,1250.011
2848,328677.43,4408596.74,1250.033
2849,328678.44,4408596.63,1250.055
2850,328679.45,4408596.53,1250.077
2851,328680.46,4408596.42,1250.099
2852,328681.47,4408596.32,1250.121
2853,328682.49,4408596.21,1250.143
2854,328683.5,4408596.11,1250.165
2855,328684.51,4408596.01,1250.181
2856,328685.52,4408595.9,1250.191
2857,328686.54,4408595.8,1250.202
2858,328687.55,4408595.69,1250.213
2859,328688.56,4408595.59,1250.223
2860,328689.57,4408595.48,1250.234
2861,328690.58,4408595.38,1250.245
2862,328691.6,4408595.27,1250.255
2863,328692.61,4408595.17,1250.266
2864,328693.62,4408595.07,1250.276
2865,328694.63,4408594.96,1250.287
2866,328695.64,4408594.86,1250.297
2867,328696.66,4408594.75,1250.307
2868,328697.67,4408594.65,1250.318
2869,328698.68,4408594.54,1250.328
2870,328699.69,4408594.44,1250.338
2871,328700.71,4408594.34,1250.348
2872,328701.72,4408594.23,1250.358
2873,328702.73,4408594.13,1250.368
2874,328703.74,4408594.02,1250.378
2875,328704.75,4408593.92,1250.388
2876,328705.77,4408593.81,1250.398
2877,328706.78,4408593.71,1250.408
2878,328707.79,4408593.6,1250.427
2879,328708.8,4408593.5,1250.449
2880,328709.82,4408593.39,1250.471
2881,328710.83,4408593.29,1250.494
2882,328711.84,4408593.19,1250.516
2883,328712.85,4408593.08,1250.538
2884,328713.86,4408592.98,1250.56
2885,328714.88,4408592.87,1250.582
2886,328715.89,4408592.77,1250.604
2887,328716.9,4408592.66,1250.626
2888,328717.91,4408592.56,1250.648
2889,328718.92,4408592.46,1250.67
2890,328719.94,4408592.35,1250.692
2891,328720.95,4408592.25,1250.713
2892,328721.96,4408592.14,1250.735
2893,328722.97,4408592.04,1250.756
2894,328723.99,4408591.93,1250.777
2895,328725,4408591.83,1250.799
2896,328726.01,4408591.72,1250.82
2897,328727.02,4408591.62,1250.841
2898,328728.03,4408591.52,1250.862
2899,328729.05,4408591.41,1250.882
2900,328730.06,4408591.31,1250.903
2901,328731.07,4408591.2,1250.923
2902,328732.08,4408591.1,1250.944
2903,328733.1,4408590.99,1250.965
2904,328734.11,4408590.89,1250.986
2905,328735.12,4408590.79,1251.006
2906,328736.13,4408590.68,1251.027
2907,328737.14,4408590.58,1251.048
2908,328738.16,4408590.47,1251.068
2909,328739.17,4408590.37,1251.089
2910,328740.18,4408590.26,1251.109
2911,328741.19,4408590.16,1251.129
2912,328742.2,4408590.05,1251.149
2913,328743.22,4408589.95,1251.169
2914,328744.23,4408589.85,1251.189
2915,328745.24,4408589.74,1251.209
2916,328746.25,4408589.64,1251.232
2917,328747.27,4408589.53,1251.266
2918,328748.28,4408589.43,1251.327
2919,328749.29,4408589.32,1251.408
2920,328750.3,4408589.22,1251.49
2921,328751.31,4408589.12,1251.572
2922,328752.33,4408589.01,1251.655
2923,328753.34,4408588.91,1251.738
2924,328754.35,4408588.8,1251.816
2925,328755.36,4408588.7,1251.891
2926,328756.37,4408588.59,1251.963
2927,328757.39,4408588.49,1252.006
2928,328758.4,4408588.38,1251.978
2929,328759.41,4408588.28,1251.943
2930,328760.42,4408588.18,1251.907
2931,328761.44,4408588.07,1251.872
2932,328762.45,4408587.97,1251.837
2933,328763.31,4408588.12,1251.817
2934,328763.75,4408589.03,1251.814
2935,328764.18,4408589.95,1251.811
2936,328764.61,4408590.86,1251.808
2937,328765.04,4408591.78,1251.812
2938,328765.47,4408592.69,1251.826
2939,328765.9,4408593.61,1251.839
2940,328766.34,4408594.52,1251.85
2941,328766.77,4408595.44,1251.861
2942,328767.2,4408596.35,1251.87
2943,328767.63,4408597.27,1251.88
2944,328768.06,4408598.18,1251.889
2945,328768.49,4408599.1,1251.898
2946,328768.92,4408600.01,1251.907
2947,328769.36,4408600.93,1251.917
2948,328769.79,4408601.84,1251.926
2949,328770.22,4408602.76,1251.935
2950,328770.65,4408603.68,1251.945
2951,328771.08,4408604.59,1251.955
2952,328771.51,4408605.51,1251.967
2953,328771.95,4408606.42,1251.981
2954,328772.38,4408607.34,1251.997
2955,328772.81,4408608.25,1252.014
2956,328773.24,4408609.17,1252.032
2957,328773.67,4408610.08,1252.05
2958,328774.1,4408611,1252.068
2959,328774.53,4408611.91,1252.087
2960,328774.97,4408612.83,1252.105
2961,328775.4,4408613.74,1252.123
2962,328775.83,4408614.66,1252.142
2963,328776.26,4408615.57,1252.159
2964,328776.69,4408616.49,1252.177
2965,328777.12,4408617.4,1252.195
2966,328777.55,4408618.32,1252.213
2967,328777.99,4408619.23,1252.23
2968,328778.42,4408620.15,1252.246
2969,328778.85,4408621.06,1252.26
2970,328779.28,4408621.98,1252.272
2971,328779.71,4408622.89,1252.282
2972,328780.14,4408623.81,1252.289
2973,328780.58,4408624.72,1252.293
2974,328781.01,4408625.64,1252.293
2975,328781.44,4408626.55,1252.292
2976,328781.87,4408627.47,1252.292
2977,328782.3,4408628.39,1252.29
2978,328782.73,4408629.3,1252.289
2979,328783.16,4408630.22,1252.288
2980,328783.6,4408631.13,1252.287
2981,328784.03,4408632.05,1252.286
2982,328784.46,4408632.96,1252.285
2983,328784.89,4408633.88,1252.283
2984,328785.32,4408634.79,1252.293
2985,328785.75,4408635.71,1252.317
2986,328786.18,4408636.62,1252.348
2987,328786.62,4408637.54,1252.381
2988,328787.05,4408638.45,1252.413
2989,328787.48,4408639.37,1252.446
2990,328787.91,4408640.28,1252.478
2991,328788.34,4408641.2,1252.511
2992,328788.77,4408642.11,1252.544
2993,328789.21,4408643.03,1252.576
2994,328789.64,4408643.94,1252.609
2995,328790.07,4408644.86,1252.641
2996,328790.5,4408645.77,1252.674
2997,328790.93,4408646.69,1252.706
2998,328791.36,4408647.6,1252.739
2999,328791.79,4408648.52,1252.772
3000,328792.23,4408649.43,1252.804
3001,328792.66,4408650.35,1252.837
3002,328793.09,4408651.26,1252.869
3003,328793.52,4408652.18,1252.9
3004,328793.95,4408653.09,1252.93
3005,328794.38,4408654.01,1252.96
3006,328794.82,4408654.93,1252.989
3007,328795.25,4408655.84,1253.018
3008,328795.68,4408656.76,1253.046
3009,328796.11,4408657.67,1253.073
3010,328796.54,4408658.59,1253.098
3011,328796.97,4408659.5,1253.123
3012,328797.4,4408660.42,1253.146
3013,328797.84,4408661.33,1253.169
3014,328798.27,4408662.25,1253.19
3015,328798.7,4408663.16,1253.209
3016,328799.13,4408664.08,1253.228
3017,328799.56,4408664.99,1253.245
3018,328799.99,4408665.91,1253.262
3019,328800.42,4408666.82,1253.278
3020,328800.86,4408667.74,1253.293
3021,328801.29,4408668.65,1253.308
3022,328801.72,4408669.57,1253.322
3023,328802.15,4408670.48,1253.335
3024,328802.58,4408671.4,1253.347
3025,328803.01,4408672.31,1253.358
3026,328803.45,4408673.23,1253.368
