Channel,X,Y,Z
number,UTM [m],UTM [m],UTM [m]
6504,328518.06,4407806.79,1248.016
6505,328517.65,4407807.73,1247.981
6506,328517.24,4407808.67,1247.949
6507,328516.83,4407809.6,1247.92
6508,328516.42,4407810.54,1247.891
6509,328516.01,4407811.48,1247.863
6510,328515.6,4407812.42,1247.834
6511,328515.19,4407813.35,1247.805
6512,328514.78,4407814.29,1247.776
6513,328514.37,4407815.23,1247.748
6514,328513.96,4407816.17,1247.719
6515,328513.55,4407817.1,1247.688
6516,328513.14,4407818.04,1247.656
6517,328512.73,4407818.98,1247.622
6518,328512.32,4407819.91,1247.587
6519,328511.91,4407820.85,1247.549
6520,328511.5,4407821.79,1247.508
6521,328511.09,4407822.72,1247.461
6522,328510.68,4407823.66,1247.411
6523,328510.27,4407824.6,1247.359
6524,328509.86,4407825.54,1247.304
6525,328509.45,4407826.47,1247.247
6526,328509.04,4407827.41,1247.191
6527,328508.63,4407828.35,1247.135
6528,328508.22,4407829.29,1247.081
6529,328507.81,4407830.22,1247.028
6530,328507.4,4407831.16,1246.977
6531,328506.99,4407832.1,1246.934
6532,328506.58,4407833.03,1246.898
6533,328506.17,4407833.97,1246.871
6534,328505.76,4407834.91,1246.854
6535,328505.35,4407835.85,1246.848
6536,328504.94,4407836.78,1246.85
6537,328504.53,4407837.72,1246.863
6538,328504.12,4407838.66,1246.875
6539,328503.71,4407839.6,1246.881
6540,328503.3,4407840.53,1246.877
6541,328502.89,4407841.47,1246.853
6542,328502.48,4407842.41,1246.821
6543,328502.07,4407843.34,1246.789
6544,328501.66,4407844.28,1246.756
6545,328501.25,4407845.22,1246.724
6546,328500.84,4407846.16,1246.692
6547,328500.43,4407847.09,1246.659
6548,328500.02,4407848.03,1246.628
6549,328499.61,4407848.97,1246.6
6550,328499.2,4407849.9,1246.575
6551,328498.79,4407850.84,1246.553
6552,328498.38,4407851.78,1246.532
6553,328497.97,4407852.72,1246.51
6554,328497.56,4407853.65,1246.489
6555,328497.15,4407854.59,1246.468
6556,328496.74,4407855.53,1246.446
6557,328496.33,4407856.46,1246.417
6558,328495.92,4407857.4,1246.371
6559,328495.51,4407858.34,1246.276
6560,328495.1,4407859.28,1246.035
6561,328494.69,4407860.21,1245.821
6562,328494.28,4407861.15,1245.793
6563,328493.87,4407862.09,1245.801
6564,328493.46,4407863.03,1245.843
6565,328493.05,4407863.96,1245.945
6566,328492.64,4407864.9,1246.034
6567,328492.23,4407865.84,1246.1
6568,328491.82,4407866.77,1246.15
6569,328491.41,4407867.71,1246.186
6570,328491,4407868.65,1246.215
6571,328490.59,4407869.59,1246.236
6572,328490.18,4407870.52,1246.244
6573,328489.77,4407871.46,1246.243
6574,328489.37,4407872.4,1246.236
6575,328488.96,4407873.33,1246.223
6576,328488.55,4407874.27,1246.205
6577,328488.14,4407875.21,1246.184
6578,328487.73,4407876.14,1246.163
6579,328487.32,4407877.08,1246.143
6580,328486.91,4407878.02,1246.123
6581,328486.5,4407878.96,1246.102
6582,328486.09,4407879.89,1246.081
6583,328485.68,4407880.83,1246.061
6584,328485.27,4407881.77,1246.039
6585,328484.86,4407882.71,1246.013
6586,328484.45,4407883.64,1245.987
6587,328484.04,4407884.58,1245.96
6588,328483.63,4407885.52,1245.933
6589,328483.22,4407886.46,1245.907
6590,328482.81,4407887.39,1245.909
6591,328482.4,4407888.33,1245.933
6592,328482.34,4407889.02,1245.948
6593,328483.36,4407888.99,1245.956
6594,328484.38,4407888.95,1245.964
6595,328485.39,4407888.91,1245.987
6596,328486.41,4407888.88,1246.019
6597,328487.43,4407888.84,1246.051
6598,328488.45,4407888.8,1246.082
6599,328489.46,4407888.77,1246.114
6600,328490.48,4407888.73,1246.145
6601,328491.5,4407888.69,1246.177
6602,328492.51,4407888.66,1246.208
6603,328493.53,4407888.62,1246.24
6604,328494.55,4407888.58,1246.271
6605,328495.57,4407888.55,1246.303
6606,328496.58,4407888.51,1246.332
6607,328497.6,4407888.47,1246.359
6608,328498.62,4407888.44,1246.386
6609,328499.63,4407888.4,1246.413
6610,328500.65,4407888.36,1246.44
6611,328501.67,4407888.33,1246.466
6612,328502.69,4407888.29,1246.493
6613,328503.7,4407888.25,1246.519
6614,328504.72,4407888.22,1246.546
6615,328505.74,4407888.18,1246.572
6616,328506.75,4407888.14,1246.597
6617,328507.77,4407888.11,1246.626
6618,328508.79,4407888.07,1246.66
6619,328509.81,4407888.03,1246.702
6620,328510.82,4407888,1246.753
6621,328511.84,4407887.96,1246.809
6622,328512.86,4407887.92,1246.866
6623,328513.87,4407887.89,1246.924
6624,328514.89,4407887.85,1246.982
6625,328515.91,4407887.81,1247.04
6626,328516.93,4407887.78,1247.099
6627,328517.94,4407887.74,1247.158
6628,328518.96,4407887.7,1247.216
6629,328519.98,4407887.67,1247.274
6630,328520.99,4407887.63,1247.332
6631,328522.01,4407887.59,1247.389
6632,328523.03,4407887.56,1247.447
6633,328524.05,4407887.52,1247.504
6634,328525.06,4407887.49,1247.562
6635,328526.08,4407887.45,1247.62
6636,328527.1,4407887.41,1247.677
6637,328528.11,4407887.38,1247.735
6638,328529.13,4407887.34,1247.793
6639,328530.15,4407887.3,1247.851
6640,328531.16,4407887.26,1247.909
6641,328532.18,4407887.23,1247.967
6642,328533.2,4407887.19,1248.027
6643,328534.22,4407887.16,1248.086
6644,328535.23,4407887.12,1248.146
6645,328536.25,4407887.08,1248.205
6646,328537.27,4407887.05,1248.265
6647,328538.28,4407887.01,1248.324
6648,328539.3,4407886.97,1248.384
6649,328540.32,4407886.93,1248.444
6650,328541.34,4407886.9,1248.504
6651,328542.35,4407886.86,1248.565
6652,328543.37,4407886.83,1248.625
6653,328544.39,4407886.79,1248.686
6654,328545.4,4407886.75,1248.747
6655,328546.42,4407886.72,1248.809
6656,328547.44,4407886.68,1248.87
6657,328548.46,4407886.64,1248.934
6658,328549.47,4407886.61,1248.999
6659,328550.49,4407886.57,1249.064
6660,328551.51,4407886.53,1249.13
6661,328552.52,4407886.5,1249.195
6662,328553.54,4407886.46,1249.261
6663,328554.56,4407886.42,1249.326
6664,328555.58,4407886.39,1249.392
6665,328556.59,4407886.35,1249.454
6666,328557.61,4407886.31,1249.507
6667,328558.63,4407886.28,1249.553
6668,328559.64,4407886.24,1249.59
6669,328560.66,4407886.2,1249.62
6670,328561.68,4407886.17,1249.649
6671,328562.7,4407886.13,1249.678
6672,328563.71,4407886.09,1249.708
6673,328564.73,4407886.06,1249.737
6674,328565.75,4407886.02,1249.766
6675,328566.76,4407885.98,1249.796
6676,328567.78,4407885.95,1249.822
6677,328568.8,4407885.91,1249.839
6678,328569.82,4407885.87,1249.852
6679,328570.83,4407885.84,1249.864
6680,328571.85,4407885.8,1249.876
6681,328572.87,4407885.76,1249.888
6682,328573.88,4407885.73,1249.9
6683,328574.9,4407885.69,1249.912
6684,328575.92,4407885.65,1249.925
6685,328576.94,4407885.62,1249.937
6686,328577.95,4407885.58,1249.949
6687,328578.97,4407885.54,1249.968
6688,328579.99,4407885.51,1249.995
6689,328581,4407885.47,1250.022
6690,328582.02,4407885.43,1250.049
6691,328583.04,4407885.4,1250.076
6692,328584.06,4407885.36,1250.103
6693,328585.07,4407885.32,1250.13
6694,328586.09,4407885.29,1250.157
6695,328587.11,4407885.25,1250.184
6696,328588.12,4407885.21,1250.212
6697,328589.14,4407885.18,1250.239
6698,328590.16,4407885.14,1250.266
6699,328591.18,4407885.1,1250.293
6700,328592.19,4407885.07,1250.327
6701,328593.21,4407885.03,1250.362
6702,328594.23,4407884.99,1250.396
6703,328595.24,4407884.96,1250.43
6704,328596.26,4407884.92,1250.465
6705,328597.28,4407884.88,1250.499
6706,328598.3,4407884.85,1250.534
6707,328599.31,4407884.81,1250.569
6708,328600.33,4407884.77,1250.604
6709,328601.35,4407884.74,1250.64
6710,328602.36,4407884.7,1250.674
6711,328603.38,4407884.66,1250.71
6712,328604.4,4407884.63,1250.75
6713,328605.41,4407884.59,1250.786
6714,328606.43,4407884.56,1250.823
6715,328607.45,4407884.52,1250.86
6716,328608.47,4407884.48,1250.896
6717,328609.48,4407884.45,1250.932
6718,328610.5,4407884.41,1250.967
6719,328611.52,4407884.37,1251.005
6720,328612.53,4407884.34,1251.048
6721,328613.55,4407884.3,1251.112
6722,328614.57,4407884.26,1251.157
6723,328614.14,4407885.16,1251.129
6724,328613.71,4407886.06,1251.102
6725,328613.28,4407886.96,1251.075
6726,328612.85,4407887.86,1251.05
6727,328612.42,4407888.76,1251.025
6728,328611.99,4407889.65,1250.964
6729,328611.56,4407890.55,1250.886
6730,328611.13,4407891.45,1250.807
6731,328610.7,4407892.35,1250.727
6732,328610.27,4407893.25,1250.648
6733,328609.84,4407894.15,1250.568
6734,328609.41,4407895.05,1250.487
6735,328608.98,4407895.94,1250.404
6736,328608.55,4407896.84,1250.322
6737,328608.12,4407897.74,1250.253
6738,328607.69,4407898.64,1250.206
6739,328607.26,4407899.54,1250.178
6740,328606.83,4407900.44,1250.16
6741,328606.4,4407901.34,1250.142
6742,328605.97,4407902.24,1250.125
6743,328605.54,4407903.13,1250.131
6744,328605.11,4407904.03,1250.169
6745,328604.68,4407904.93,1250.209
6746,328604.25,4407905.83,1250.249
6747,328603.82,4407906.73,1250.289
6748,328603.39,4407907.63,1250.329
6749,328602.96,4407908.53,1250.369
6750,328602.53,4407909.42,1250.376
6751,328602.1,4407910.32,1250.36
6752,328601.67,4407911.22,1250.344
6753,328601.24,4407912.12,1250.328
6754,328600.81,4407913.02,1250.312
6755,328600.38,4407913.92,1250.296
6756,328599.95,4407914.82,1250.28
6757,328599.52,4407915.72,1250.264
6758,328599.09,4407916.61,1250.248
6759,328598.66,4407917.51,1250.232
6760,328598.23,4407918.41,1250.215
6761,328597.8,4407919.31,1250.199
6762,328597.37,4407920.21,1250.183
6763,328596.94,4407921.11,1250.166
6764,328596.51,4407922.01,1250.15
6765,328596.08,4407922.9,1250.133
6766,328595.65,4407923.8,1250.117
6767,328595.22,4407924.7,1250.095
6768,328594.79,4407925.6,1250.059
6769,328594.36,4407926.5,1250.001
6770,328593.93,4407927.4,1249.911
6771,328593.5,4407928.3,1249.79
6772,328593.07,4407929.2,1249.668
6773,328592.64,4407930.09,1249.545
6774,328592.21,4407930.99,1249.422
6775,328591.78,4407931.89,1249.296
6776,328591.35,4407932.79,1249.166
6777,328590.92,4407933.69,1249.033
6778,328590.49,4407934.59,1248.897
6779,328590.06,4407935.49,1248.757
6780,328589.63,4407936.38,1248.615
6781,328589.2,4407937.28,1248.469
6782,328588.77,4407938.18,1248.324
6783,328588.34,4407939.08,1248.179
6784,328587.91,4407939.98,1248.036
6785,328587.48,4407940.88,1247.905
6786,328587.05,4407941.78,1247.793
6787,328586.62,4407942.68,1247.72
6788,328586.19,4407943.57,1247.686
6789,328585.76,4407944.47,1247.652
6790,328585.33,4407945.37,1247.618
6791,328584.9,4407946.27,1247.584
6792,328584.47,4407947.17,1247.644
6793,328584.04,4407948.07,1247.729
6794,328583.61,4407948.97,1247.813
6795,328583.18,4407949.86,1247.897
6796,328582.75,4407950.76,1247.98
6797,328582.32,4407951.66,1248.03
6798,328581.89,4407952.56,1248.045
6799,328581.46,4407953.46,1248.054
6800,328581.03,4407954.36,1248.063
6801,328580.6,4407955.26,1248.071
6802,328580.17,4407956.16,1248.079
6803,328579.74,4407957.05,1248.086
6804,328579.31,4407957.95,1248.093
6805,328578.88,4407958.85,1248.1
6806,328578.45,4407959.75,1248.106
6807,328578.02,4407960.65,1248.112
6808,328577.59,4407961.55,1248.125
6809,328577.16,4407962.45,1248.243
6810,328576.73,4407963.35,1248.436
6811,328576.3,4407964.24,1248.628
6812,328575.87,4407965.14,1248.821
6813,328575.44,4407966.04,1249.013
6814,328575.01,4407966.94,1249.206
6815,328574.58,4407967.84,1249.398
6816,328574.15,4407968.74,1249.416
6817,328573.72,4407969.64,1249.409
6818,328573.29,4407970.53,1249.403
6819,328572.86,4407971.43,1249.397
6820,328572.43,4407972.33,1249.391
6821,328572,4407973.23,1249.385
6822,328571.57,4407974.13,1249.38
6823,328571.14,4407975.03,1249.374
6824,328570.71,4407975.93,1249.369
6825,328570.28,4407976.83,1249.364
6826,328569.85,4407977.72,1249.36
6827,328569.42,4407978.62,1249.355
6828,328568.99,4407979.52,1249.344
6829,328568.56,4407980.42,1249.334
6830,328568.13,4407981.32,1249.323
6831,328567.7,4407982.22,1249.313
6832,328567.27,4407983.12,1249.303
6833,328566.84,4407984.01,1249.293
6834,328566.41,4407984.91,1249.284
6835,328565.98,4407985.81,1249.275
6836,328565.55,4407986.71,1249.265
6837,328565.12,4407987.61,1249.256
6838,328564.69,4407988.51,1249.247
6839,328564.26,4407989.41,1249.237
6840,328563.83,4407990.31,1249.238
6841,328563.4,4407991.2,1249.239
6842,328562.97,4407992.1,1249.244
6843,328563.98,4407992.01,1249.26
6844,328565,4407991.91,1249.276
6845,328566.02,4407991.82,1249.292
6846,328567.03,4407991.72,1249.308
6847,328568.05,4407991.63,1249.328
6848,328569.06,4407991.54,1249.35
6849,328570.08,4407991.44,1249.373
6850,328571.09,4407991.35,1249.395
6851,328572.11,4407991.26,1249.417
6852,328573.13,4407991.16,1249.44
6853,328574.14,4407991.07,1249.462
6854,328575.16,4407990.97,1249.484
6855,328576.17,4407990.88,1249.506
6856,328577.19,4407990.78,1249.529
6857,328578.2,4407990.69,1249.551
6858,328579.22,4407990.6,1249.573
6859,328580.24,4407990.5,1249.595
6860,328581.25,4407990.41,1249.62
6861,328582.27,4407990.31,1249.646
6862,328583.28,4407990.22,1249.674
6863,328584.3,4407990.13,1249.701
6864,328585.31,4407990.03,1249.728
6865,328586.33,4407989.94,1249.755
6866,328587.34,4407989.84,1249.781
6867,328588.36,4407989.75,1249.808
6868,328589.38,4407989.65,1249.834
6869,328590.39,4407989.56,1249.86
6870,328591.41,4407989.47,1249.886
6871,328592.42,4407989.37,1249.913
6872,328593.44,4407989.28,1249.94
6873,328594.45,4407989.18,1249.967
6874,328595.47,4407989.09,1249.994
6875,328596.49,4407989,1250.022
6876,328597.5,4407988.9,1250.05
6877,328598.52,4407988.81,1250.078
6878,328599.53,4407988.71,1250.106
6879,328600.55,4407988.62,1250.132
6880,328601.56,4407988.52,1250.16
6881,328602.58,4407988.43,1250.185
6882,328603.6,4407988.34,1250.211
6883,328604.61,4407988.24,1250.236
6884,328605.63,4407988.15,1250.262
6885,328606.64,4407988.05,1250.288
6886,328607.66,4407987.96,1250.314
6887,328608.67,4407987.87,1250.342
6888,328609.69,4407987.77,1250.369
6889,328610.71,4407987.68,1250.397
6890,328611.72,4407987.58,1250.425
6891,328612.74,4407987.49,1250.454
6892,328613.75,4407987.39,1250.483
6893,328614.77,4407987.3,1250.513
6894,328615.78,4407987.21,1250.543
6895,328616.8,4407987.11,1250.574
6896,328617.82,4407987.02,1250.604
6897,328618.83,4407986.92,1250.636
6898,328619.85,4407986.83,1250.667
6899,328620.86,4407986.74,1250.698
6900,328621.88,4407986.64,1250.727
6901,328622.89,4407986.55,1250.754
6902,328623.91,4407986.45,1250.782
6903,328624.93,4407986.36,1250.81
6904,328625.94,4407986.26,1250.838
6905,328626.96,4407986.17,1250.866
6906,328627.97,4407986.08,1250.894
6907,328628.99,4407985.98,1250.922
6908,328630,4407985.89,1250.95
6909,328631.02,4407985.79,1250.979
6910,328632.04,4407985.7,1251.008
6911,328633.05,4407985.61,1251.037
6912,328634.07,4407985.51,1251.066
6913,328635.08,4407985.42,1251.096
6914,328636.1,4407985.32,1251.125
6915,328637.11,4407985.23,1251.155
6916,328638.13,4407985.13,1251.185
6917,328639.15,4407985.04,1251.215
6918,328640.16,4407984.95,1251.245
6919,328641.18,4407984.85,1251.274
6920,328642.19,4407984.76,1251.3
6921,328643.21,4407984.66,1251.321
6922,328644.22,4407984.57,1251.341
6923,328645.24,4407984.47,1251.361
6924,328646.26,4407984.38,1251.38
6925,328647.27,4407984.29,1251.399
6926,328648.29,4407984.19,1251.419
6927,328649.3,4407984.1,1251.438
6928,328650.32,4407984.01,1251.458
6929,328651.33,4407983.91,1251.478
6930,328652.35,4407983.82,1251.498
6931,328653.37,4407983.72,1251.518
6932,328654.38,4407983.63,1251.539
6933,328655.4,4407983.53,1251.56
6934,328656.41,4407983.44,1251.58
6935,328657.43,4407983.35,1251.6
6936,328658.44,4407983.25,1251.62
6937,328659.46,4407983.16,1251.64
6938,328660.47,4407983.06,1251.662
6939,328661.49,4407982.97,1251.686
6940,328662.51,4407982.88,1251.711
6941,328663.52,4407982.78,1251.736
6942,328664.54,4407982.69,1251.761
6943,328665.55,4407982.59,1251.786
6944,328666.57,4407982.5,1251.811
6945,328667.58,4407982.4,1251.836
6946,328668.6,4407982.31,1251.861
6947,328669.62,4407982.22,1251.886
6948,328670.63,4407982.12,1251.911
6949,328671.65,4407982.03,1251.935
6950,328672.66,4407981.93,1251.958
6951,328673.68,4407981.84,1251.978
6952,328674.69,4407981.75,1251.999
6953,328675.71,4407981.65,1252.02
6954,328676.73,4407981.56,1252.04
6955,328677.74,4407981.46,1252.061
6956,328678.76,4407981.37,1252.082
6957,328679.77,4407981.27,1252.102
6958,328680.79,4407981.18,1252.123
6959,328681.8,4407981.09,1252.144
6960,328682.82,4407980.99,1252.165
6961,328683.84,4407980.9,1252.182
6962,328684.85,4407980.8,1252.199
6963,328685.87,4407980.71,1252.216
6964,328686.88,4407980.62,1252.233
6965,328687.9,4407980.52,1252.25
6966,328688.91,4407980.43,1252.268
6967,328689.93,4407980.33,1252.285
6968,328690.95,4407980.24,1252.303
6969,328691.96,4407980.14,1252.321
6970,328692.98,4407980.05,1252.334
6971,328693.99,4407979.96,1252.342
6972,328695.01,4407979.86,1252.35
6973,328696.02,4407979.77,1252.358
6974,328697.04,4407979.67,1252.358
6975,328696.54,4407980.55,1252.335
6976,328696.03,4407981.43,1252.311
6977,328695.53,4407982.31,1252.288
6978,328695.02,4407983.19,1252.259
6979,328694.52,4407984.08,1252.205
6980,328694.01,4407984.96,1252.149
6981,328693.51,4407985.84,1252.094
6982,328693,4407986.72,1252.038
6983,328692.5,4407987.6,1251.982
6984,328691.99,4407988.48,1251.926
6985,328691.49,4407989.36,1251.871
6986,328690.98,4407990.24,1251.815
6987,328690.48,4407991.12,1251.759
6988,328689.98,4407992,1251.703
6989,328689.47,4407992.88,1251.647
6990,328688.97,4407993.76,1251.601
6991,328688.46,4407994.64,1251.559
6992,328687.96,4407995.52,1251.516
6993,328687.45,4407996.4,1251.474
6994,328686.95,4407997.28,1251.432
6995,328686.44,4407998.16,1251.39
6996,328685.94,4407999.04,1251.348
6997,328685.43,4407999.92,1251.306
6998,328684.93,4408000.8,1251.264
6999,328684.42,4408001.68,1251.221
7000,328683.92,4408002.56,1251.179
7001,328683.42,4408003.44,1251.136
7002,328682.91,4408004.32,1251.094
7003,328682.41,4408005.2,1251.07
7004,328681.9,4408006.08,1251.047
7005,328681.4,4408006.96,1251.023
7006,328680.89,4408007.84,1251
7007,328680.39,4408008.72,1250.977
7008,328679.88,4408009.6,1250.953
7009,328679.38,4408010.48,1250.929
7010,328678.87,4408011.36,1250.906
7011,328678.37,4408012.24,1250.882
7012,328677.86,4408013.12,1250.857
7013,328677.36,4408014,1250.833
7014,328676.86,4408014.88,1250.809
7015,328676.35,4408015.76,1250.784
7016,328675.85,4408016.64,1250.76
7017,328675.34,4408017.52,1250.735
7018,328674.84,4408018.4,1250.71
7019,328674.33,4408019.28,1250.685
7020,328673.83,4408020.16,1250.652
7021,328673.32,4408021.05,1250.605
7022,328672.82,4408021.93,1250.557
7023,328672.31,4408022.81,1250.509
7024,328671.81,4408023.68,1250.462
7025,328671.3,4408024.57,1250.414
7026,328670.8,4408025.45,1250.366
7027,328670.3,4408026.33,1250.317
7028,328669.79,4408027.21,1250.269
7029,328669.29,4408028.09,1250.221
7030,328668.78,4408028.97,1250.172
7031,328668.28,4408029.85,1250.123
7032,328667.77,4408030.73,1250.082
7033,328667.27,4408031.61,1250.094
7034,328666.76,4408032.49,1250.111
7035,328666.26,4408033.37,1250.127
7036,328665.75,4408034.25,1250.148
7037,328665.25,4408035.13,1250.174
7038,328664.74,4408036.01,1250.203
7039,328664.24,4408036.89,1250.235
7040,328663.74,4408037.77,1250.268
7041,328663.23,4408038.65,1250.302
7042,328662.73,4408039.53,1250.338
7043,328662.22,4408040.41,1250.374
7044,328661.72,4408041.29,1250.406
7045,328661.21,4408042.17,1250.434
7046,328660.71,4408043.05,1250.458
7047,328660.2,4408043.93,1250.478
7048,328659.7,4408044.81,1250.494
7049,328659.19,4408045.69,1250.505
7050,328658.69,4408046.57,1250.515
7051,328658.19,4408047.45,1250.524
7052,328657.68,4408048.33,1250.533
7053,328657.18,4408049.21,1250.536
7054,328656.67,4408050.09,1250.529
7055,328656.17,4408050.97,1250.511
7056,328655.66,4408051.85,1250.477
7057,328655.16,4408052.73,1250.424
7058,328654.65,4408053.61,1250.37
7059,328654.15,4408054.49,1250.316
7060,328653.64,4408055.37,1250.262
7061,328653.14,4408056.25,1250.207
7062,328652.63,4408057.13,1250.165
7063,328652.13,4408058.01,1250.132
7064,328651.63,4408058.89,1250.1
7065,328651.12,4408059.78,1250.068
7066,328650.62,4408060.66,1250.035
7067,328650.11,4408061.54,1250.003
7068,328649.61,4408062.42,1249.97
7069,328649.1,4408063.3,1249.938
7070,328648.6,4408064.18,1249.905
7071,328648.09,4408065.06,1249.872
7072,328647.59,4408065.94,1249.84
7073,328647.08,4408066.82,1249.817
7074,328646.58,4408067.7,1249.855
7075,328646.07,4408068.58,1249.896
7076,328645.57,4408069.46,1249.936
7077,328645.07,4408070.34,1249.977
7078,328644.56,4408071.22,1250.017
7079,328644.06,4408072.1,1250.058
7080,328643.55,4408072.98,1250.101
7081,328643.05,4408073.86,1250.159
7082,328642.54,4408074.74,1250.222
7083,328642.04,4408075.62,1250.286
7084,328641.53,4408076.5,1250.35
7085,328641.03,4408077.38,1250.413
7086,328640.52,4408078.26,1250.477
7087,328640.02,4408079.14,1250.54
7088,328639.51,4408080.02,1250.604
7089,328639.01,4408080.9,1250.667
7090,328638.51,4408081.78,1250.705
7091,328638,4408082.66,1250.702
7092,328637.5,4408083.54,1250.7
7093,328636.99,4408084.42,1250.697
7094,328636.49,4408085.3,1250.694
7095,328635.98,4408086.18,1250.691
7096,328635.48,4408087.06,1250.689
7097,328634.97,4408087.94,1250.686
7098,328634.47,4408088.82,1250.683
7099,328633.96,4408089.7,1250.67
7100,328633.46,4408090.58,1250.654
7101,328632.95,4408091.46,1250.639
7102,328632.45,4408092.34,1250.624
7103,328631.95,4408093.22,1250.608
7104,328631.44,4408094.1,1250.593
7105,328630.94,4408094.98,1250.578
7106,328630.43,4408095.87,1250.563
7107,328629.93,4408096.75,1250.547
7108,328629.42,4408097.63,1250.532
7109,328628.92,4408098.51,1250.516
7110,328628.41,4408099.39,1250.5
7111,328627.91,4408100.27,1250.484
7112,328627.4,4408101.15,1250.483
7113,328626.9,4408102.03,1250.494
7114,328627.15,4408102.4,1250.516
7115,328628.16,4408102.28,1250.542
7116,328629.16,4408102.15,1250.568
7117,328630.17,4408102.02,1250.588
7118,328631.18,4408101.89,1250.598
7119,328632.18,4408101.77,1250.609
7120,328633.19,4408101.64,1250.621
7121,328634.2,4408101.51,1250.635
7122,328635.2,4408101.39,1250.649
7123,328636.21,4408101.26,1250.665
7124,328637.22,4408101.13,1250.681
7125,328638.22,4408101.01,1250.699
7126,328639.23,4408100.88,1250.717
7127,328640.24,4408100.75,1250.737
7128,328641.24,4408100.62,1250.757
7129,328642.25,4408100.5,1250.777
7130,328643.26,4408100.37,1250.798
7131,328644.26,4408100.24,1250.82
7132,328645.27,4408100.12,1250.842
7133,328646.28,4408099.99,1250.864
7134,328647.28,4408099.86,1250.883
7135,328648.29,4408099.73,1250.892
7136,328649.3,4408099.61,1250.88
7137,328650.3,4408099.48,1250.86
7138,328651.31,4408099.35,1250.839
7139,328652.32,4408099.23,1250.817
7140,328653.33,4408099.1,1250.796
7141,328654.33,4408098.97,1250.774
7142,328655.34,4408098.85,1250.749
7143,328656.35,4408098.72,1250.711
7144,328657.35,4408098.59,1250.661
7145,328658.36,4408098.46,1250.599
7146,328659.37,4408098.34,1250.525
7147,328660.37,4408098.21,1250.45
7148,328661.38,4408098.08,1250.375
7149,328662.39,4408097.96,1250.3
7150,328663.39,4408097.83,1250.226
7151,328664.4,4408097.7,1250.172
7152,328665.41,4408097.57,1250.142
7153,328666.41,4408097.45,1250.141
7154,328667.42,4408097.32,1250.156
7155,328668.43,4408097.19,1250.171
7156,328669.43,4408097.07,1250.206
7157,328670.44,4408096.94,1250.263
7158,328671.45,4408096.81,1250.344
7159,328672.45,4408096.68,1250.449
7160,328673.46,4408096.56,1250.552
7161,328674.47,4408096.43,1250.633
7162,328675.47,4408096.3,1250.691
7163,328676.48,4408096.18,1250.733
7164,328677.49,4408096.05,1250.76
7165,328678.49,4408095.92,1250.767
7166,328679.5,4408095.8,1250.751
7167,328680.51,4408095.67,1250.716
7168,328681.51,4408095.54,1250.665
7169,328682.52,4408095.41,1250.6
7170,328683.53,4408095.29,1250.52
7171,328684.53,4408095.16,1250.425
7172,328685.54,4408095.03,1250.325
7173,328686.55,4408094.91,1250.233
7174,328687.55,4408094.78,1250.175
7175,328688.56,4408094.65,1250.138
7176,328689.57,4408094.52,1250.114
7177,328690.57,4408094.4,1250.1
7178,328691.58,4408094.27,1250.095
7179,328692.59,4408094.14,1250.091
7180,328693.59,4408094.02,1250.087
7181,328694.6,4408093.89,1250.083
7182,328695.61,4408093.76,1250.079
7183,328696.61,4408093.64,1250.075
7184,328697.62,4408093.51,1250.071
7185,328698.63,4408093.38,1250.067
7186,328699.63,4408093.25,1250.063
7187,328700.64,4408093.13,1250.059
7188,328701.65,4408093,1250.055
7189,328702.65,4408092.87,1250.05
7190,328703.66,4408092.75,1250.046
7191,328704.67,4408092.62,1250.043
7192,328705.67,4408092.49,1250.046
7193,328706.68,4408092.36,1250.055
7194,328707.69,4408092.24,1250.072
7195,328708.69,4408092.11,1250.093
7196,328709.7,4408091.98,1250.114
7197,328710.71,4408091.86,1250.135
7198,328711.71,4408091.73,1250.156
7199,328712.72,4408091.6,1250.177
7200,328713.73,4408091.47,1250.198
7201,328714.74,4408091.35,1250.219
7202,328715.74,4408091.22,1250.24
7203,328716.75,4408091.09,1250.26
7204,328717.76,4408090.97,1250.281
7205,328718.76,4408090.84,1250.302
7206,328719.77,4408090.71,1250.323
7207,328720.78,4408090.59,1250.343
7208,328721.78,4408090.46,1250.361
7209,328722.79,4408090.33,1250.377
7210,328723.8,4408090.2,1250.392
7211,328724.8,4408090.08,1250.406
7212,328725.81,4408089.95,1250.419
7213,328726.82,4408089.82,1250.432
7214,328727.82,4408089.7,1250.444
7215,328728.83,4408089.57,1250.457
7216,328729.84,4408089.44,1250.47
7217,328730.84,4408089.31,1250.483
7218,328731.85,4408089.19,1250.495
7219,328732.86,4408089.06,1250.508
7220,328733.86,4408088.93,1250.52
7221,328734.87,4408088.81,1250.532
7222,328735.88,4408088.68,1250.544
7223,328736.88,4408088.55,1250.556
7224,328737.89,4408088.43,1250.568
7225,328738.9,4408088.3,1250.58
7226,328739.9,4408088.17,1250.592
7227,328740.91,4408088.04,1250.604
7228,328741.92,4408087.92,1250.619
7229,328742.92,4408087.79,1250.639
7230,328743.93,4408087.66,1250.663
7231,328744.94,4408087.54,1250.696
7232,328745.94,4408087.41,1250.732
7233,328746.95,4408087.28,1250.769
7234,328747.96,4408087.15,1250.805
7235,328748.96,4408087.03,1250.842
7236,328749.97,4408086.9,1250.878
7237,328750.98,4408086.77,1250.914
7238,328751.98,4408086.65,1250.95
7239,328752.99,4408086.52,1250.985
